,library,function,line,file
4134,tensorflow_privacy.privacy.analysis.rdp_accountant.compute_rdp,compute_rdp,25,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\analysis\compute_dp_sgd_privacy_lib.py
4135,tensorflow_privacy.privacy.analysis.rdp_accountant.get_privacy_spent,get_privacy_spent,27,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\analysis\compute_dp_sgd_privacy_lib.py
4136,tensorflow_privacy.privacy.analysis.compute_dp_sgd_privacy_lib.compute_dp_sgd_privacy,compute_dp_sgd_privacy_lib.compute_dp_sgd_privacy,21,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\analysis\compute_dp_sgd_privacy_test.py
4137,tensorflow_privacy.privacy.analysis.tensor_buffer.TensorBuffer,tensor_buffer.TensorBuffer,74,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\analysis\privacy_ledger.py
4138,tensorflow_privacy.privacy.analysis.tensor_buffer.TensorBuffer,tensor_buffer.TensorBuffer,80,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\analysis\privacy_ledger.py
4139,tensorflow_privacy.privacy.analysis.privacy_ledger.PrivacyLedger,privacy_ledger.PrivacyLedger,23,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\analysis\privacy_ledger_test.py
4140,tensorflow_privacy.privacy.analysis.privacy_ledger.PrivacyLedger,privacy_ledger.PrivacyLedger,26,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\analysis\privacy_ledger_test.py
4141,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,47,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\analysis\privacy_ledger_test.py
4142,tensorflow_privacy.privacy.analysis.privacy_ledger.QueryWithLedger,privacy_ledger.QueryWithLedger,49,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\analysis\privacy_ledger_test.py
4143,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,55,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\analysis\privacy_ledger_test.py
4144,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,67,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\analysis\privacy_ledger_test.py
4145,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianAverageQuery,gaussian_query.GaussianAverageQuery,83,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\analysis\privacy_ledger_test.py
4146,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianAverageQuery,gaussian_query.GaussianAverageQuery,85,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\analysis\privacy_ledger_test.py
4147,tensorflow_privacy.privacy.dp_query.nested_query.NestedQuery,nested_query.NestedQuery,88,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\analysis\privacy_ledger_test.py
4148,tensorflow_privacy.privacy.analysis.privacy_ledger.QueryWithLedger,privacy_ledger.QueryWithLedger,89,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\analysis\privacy_ledger_test.py
4149,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,98,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\analysis\privacy_ledger_test.py
4150,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,110,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\analysis\privacy_ledger_test.py
4151,tensorflow_privacy.privacy.analysis.rdp_accountant.compute_heterogenous_rdp,rdp_accountant.compute_heterogenous_rdp,74,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\analysis\rdp_accountant_test.py
4152,tensorflow_privacy.privacy.analysis.rdp_accountant.compute_rdp,rdp_accountant.compute_rdp,80,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\analysis\rdp_accountant_test.py
4153,tensorflow_privacy.privacy.analysis.rdp_accountant.compute_rdp,rdp_accountant.compute_rdp,84,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\analysis\rdp_accountant_test.py
4154,tensorflow_privacy.privacy.analysis.rdp_accountant.compute_rdp,rdp_accountant.compute_rdp,87,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\analysis\rdp_accountant_test.py
4155,tensorflow_privacy.privacy.analysis.rdp_accountant.compute_rdp,rdp_accountant.compute_rdp,91,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\analysis\rdp_accountant_test.py
4156,tensorflow_privacy.privacy.analysis.rdp_accountant._compute_log_a,rdp_accountant._compute_log_a,113,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\analysis\rdp_accountant_test.py
4157,tensorflow_privacy.privacy.analysis.rdp_accountant.compute_rdp,rdp_accountant.compute_rdp,119,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\analysis\rdp_accountant_test.py
4158,tensorflow_privacy.privacy.analysis.rdp_accountant.get_privacy_spent,rdp_accountant.get_privacy_spent,120,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\analysis\rdp_accountant_test.py
4159,tensorflow_privacy.privacy.analysis.rdp_accountant.compute_rdp,rdp_accountant.compute_rdp,127,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\analysis\rdp_accountant_test.py
4160,tensorflow_privacy.privacy.analysis.rdp_accountant.get_privacy_spent,rdp_accountant.get_privacy_spent,128,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\analysis\rdp_accountant_test.py
4161,tensorflow_privacy.privacy.analysis.rdp_accountant.compute_rdp,rdp_accountant.compute_rdp,137,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\analysis\rdp_accountant_test.py
4162,tensorflow_privacy.privacy.analysis.rdp_accountant.get_privacy_spent,rdp_accountant.get_privacy_spent,142,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\analysis\rdp_accountant_test.py
4163,tensorflow_privacy.privacy.analysis.rdp_accountant.compute_rdp,rdp_accountant.compute_rdp,145,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\analysis\rdp_accountant_test.py
4164,tensorflow_privacy.privacy.analysis.rdp_accountant.get_privacy_spent,rdp_accountant.get_privacy_spent,149,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\analysis\rdp_accountant_test.py
4165,tensorflow_privacy.privacy.analysis.privacy_ledger.GaussianSumQueryEntry,privacy_ledger.GaussianSumQueryEntry,162,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\analysis\rdp_accountant_test.py
4166,tensorflow_privacy.privacy.analysis.privacy_ledger.SampleEntry,privacy_ledger.SampleEntry,164,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\analysis\rdp_accountant_test.py
4167,tensorflow_privacy.privacy.analysis.rdp_accountant.compute_rdp,rdp_accountant.compute_rdp,167,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\analysis\rdp_accountant_test.py
4168,tensorflow_privacy.privacy.analysis.rdp_accountant.compute_rdp_from_ledger,rdp_accountant.compute_rdp_from_ledger,168,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\analysis\rdp_accountant_test.py
4171,tensorflow_privacy.privacy.analysis.tensor_buffer.TensorBuffer,tensor_buffer.TensorBuffer,20,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\analysis\tensor_buffer_test_eager.py
4172,tensorflow_privacy.privacy.analysis.tensor_buffer.TensorBuffer,tensor_buffer.TensorBuffer,32,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\analysis\tensor_buffer_test_eager.py
4173,tensorflow_privacy.privacy.analysis.tensor_buffer.TensorBuffer,tensor_buffer.TensorBuffer,37,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\analysis\tensor_buffer_test_eager.py
4174,tensorflow_privacy.privacy.analysis.tensor_buffer.TensorBuffer,tensor_buffer.TensorBuffer,47,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\analysis\tensor_buffer_test_eager.py
4175,tensorflow_privacy.privacy.analysis.tensor_buffer.TensorBuffer,tensor_buffer.TensorBuffer,20,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\analysis\tensor_buffer_test_graph.py
4176,tensorflow_privacy.privacy.analysis.tensor_buffer.TensorBuffer,tensor_buffer.TensorBuffer,40,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\analysis\tensor_buffer_test_graph.py
4177,tensorflow_privacy.privacy.bolt_on.losses.StrongConvexMixin,StrongConvexMixin,56,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\bolt_on\losses_test.py
4178,tensorflow_privacy.privacy.bolt_on.losses.StrongConvexMixin,StrongConvexMixin,71,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\bolt_on\losses_test.py
4179,tensorflow_privacy.privacy.bolt_on.losses.StrongConvexBinaryCrossentropy,StrongConvexBinaryCrossentropy,95,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\bolt_on\losses_test.py
4180,tensorflow_privacy.privacy.bolt_on.losses.StrongConvexBinaryCrossentropy,StrongConvexBinaryCrossentropy,125,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\bolt_on\losses_test.py
4181,tensorflow_privacy.privacy.bolt_on.losses.StrongConvexBinaryCrossentropy,StrongConvexBinaryCrossentropy,161,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\bolt_on\losses_test.py
4182,tensorflow_privacy.privacy.bolt_on.losses.StrongConvexBinaryCrossentropy,StrongConvexBinaryCrossentropy,200,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\bolt_on\losses_test.py
4183,tensorflow_privacy.privacy.bolt_on.losses.StrongConvexBinaryCrossentropy,StrongConvexBinaryCrossentropy,228,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\bolt_on\losses_test.py
4184,tensorflow_privacy.privacy.bolt_on.losses.StrongConvexHuber,StrongConvexHuber,255,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\bolt_on\losses_test.py
4185,tensorflow_privacy.privacy.bolt_on.losses.StrongConvexHuber,StrongConvexHuber,295,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\bolt_on\losses_test.py
4186,tensorflow_privacy.privacy.bolt_on.losses.StrongConvexHuber,StrongConvexHuber,366,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\bolt_on\losses_test.py
4187,tensorflow_privacy.privacy.bolt_on.losses.StrongConvexHuber,StrongConvexHuber,405,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\bolt_on\losses_test.py
4188,tensorflow_privacy.privacy.bolt_on.optimizers.BoltOn,BoltOn,92,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\bolt_on\models.py
4189,tensorflow_privacy.privacy.bolt_on.models.BoltOnModel,models.BoltOnModel,134,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\bolt_on\models_test.py
4190,tensorflow_privacy.privacy.bolt_on.models.BoltOnModel,models.BoltOnModel,150,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\bolt_on\models_test.py
4191,tensorflow_privacy.privacy.bolt_on.models.BoltOnModel,models.BoltOnModel,174,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\bolt_on\models_test.py
4192,tensorflow_privacy.privacy.bolt_on.models.BoltOnModel,models.BoltOnModel,201,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\bolt_on\models_test.py
4193,tensorflow_privacy.privacy.bolt_on.models.BoltOnModel,models.BoltOnModel,270,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\bolt_on\models_test.py
4194,tensorflow_privacy.privacy.bolt_on.optimizers.BoltOn,BoltOn,338,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\bolt_on\models_test.py
4195,tensorflow_privacy.privacy.bolt_on.models.BoltOnModel,models.BoltOnModel,374,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\bolt_on\models_test.py
4196,tensorflow_privacy.privacy.bolt_on.models.BoltOnModel,models.BoltOnModel,460,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\bolt_on\models_test.py
4197,tensorflow_privacy.privacy.bolt_on.models.BoltOnModel,models.BoltOnModel,527,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\bolt_on\models_test.py
4198,tensorflow_privacy.privacy.bolt_on.optimizers.BoltOn,opt.BoltOn,204,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\bolt_on\optimizers_test.py
4199,tensorflow_privacy.privacy.bolt_on.optimizers.BoltOn,opt.BoltOn,263,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\bolt_on\optimizers_test.py
4200,tensorflow_privacy.privacy.bolt_on.optimizers.BoltOn,opt.BoltOn,298,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\bolt_on\optimizers_test.py
4201,tensorflow_privacy.privacy.bolt_on.optimizers.BoltOn,opt.BoltOn,333,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\bolt_on\optimizers_test.py
4202,tensorflow_privacy.privacy.bolt_on.optimizers.BoltOn,opt.BoltOn,361,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\bolt_on\optimizers_test.py
4203,tensorflow_privacy.privacy.bolt_on.optimizers.BoltOn,opt.BoltOn,414,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\bolt_on\optimizers_test.py
